file,split,issue,detail
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000485
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000821
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000536
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000610
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000533
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000528
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000327
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000837
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000787
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000865
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000853
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000835
codebrim_image_0000987.jpg,train,tiny_bbox,class=damage area=0.000991
codebrim_image_0001034.jpg,train,tiny_bbox,class=damage area=0.000853
codebrim_image_0001069.jpg,train,huge_bbox,class=rust area=0.8418
codebrim_image_0001069.jpg,train,huge_bbox,class=damage area=0.8418
codebrim_image_0001073.jpg,train,huge_bbox,class=rust area=0.9957
codebrim_image_0001073.jpg,train,huge_bbox,class=damage area=0.9957
codebrim_image_0001083.jpg,train,huge_bbox,class=damage area=0.9964
codebrim_image_0001142.jpg,train,huge_bbox,class=rust area=0.9965
codebrim_image_0001142.jpg,train,huge_bbox,class=damage area=0.9965
codebrim_image_0001192.jpg,train,huge_bbox,class=rust area=0.9880
codebrim_image_0001192.jpg,train,huge_bbox,class=damage area=0.9880
codebrim_image_0001194.jpg,train,huge_bbox,class=rust area=0.9882
codebrim_image_0001194.jpg,train,huge_bbox,class=damage area=0.9882
codebrim_image_0001220.jpg,train,huge_bbox,class=rust area=0.9977
codebrim_image_0001220.jpg,train,huge_bbox,class=damage area=0.9977
codebrim_image_0001227.jpg,train,huge_bbox,class=damage area=0.8004
codebrim_image_0001228.jpg,train,huge_bbox,class=damage area=0.9991
codebrim_image_0001246.jpg,train,huge_bbox,class=damage area=0.9419
codebrim_image_0001250.jpg,train,huge_bbox,class=damage area=0.8499
codebrim_image_0001258.jpg,train,huge_bbox,class=rust area=0.9975
codebrim_image_0001258.jpg,train,huge_bbox,class=damage area=0.9975
codebrim_image_0001259.jpg,train,huge_bbox,class=damage area=0.8058
codebrim_image_0001265.jpg,train,huge_bbox,class=damage area=0.9924
codebrim_image_0001279.jpg,train,huge_bbox,class=rust area=0.9913
codebrim_image_0001279.jpg,train,huge_bbox,class=damage area=0.9913
codebrim_image_0001285.jpg,train,huge_bbox,class=damage area=0.9951
codebrim_image_0001308.jpg,train,tiny_bbox,class=rust area=0.000955
codebrim_image_0001308.jpg,train,tiny_bbox,class=rust area=0.000865
codebrim_image_0001323.jpg,train,huge_bbox,class=rust area=0.9986
codebrim_image_0001323.jpg,train,huge_bbox,class=damage area=0.9986
codebrim_image_0001365.jpg,train,huge_bbox,class=damage area=0.8961
codebrim_image_0001366.jpg,train,huge_bbox,class=rust area=0.8778
codebrim_image_0001366.jpg,train,huge_bbox,class=damage area=0.8778
codebrim_image_0001370.jpg,train,huge_bbox,class=damage area=0.8801
codebrim_image_0001388.jpg,train,huge_bbox,class=rust area=0.9949
codebrim_image_0001388.jpg,train,huge_bbox,class=damage area=0.9949
codebrim_image_0001402.jpg,train,huge_bbox,class=rust area=0.9977
codebrim_image_0001402.jpg,train,huge_bbox,class=damage area=0.9977
codebrim_image_0001430.jpg,train,huge_bbox,class=damage area=0.9942
codebrim_image_0001443.jpg,train,huge_bbox,class=damage area=0.9995
codebrim_image_0001459.jpg,train,huge_bbox,class=damage area=0.9949
codebrim_image_0001482.jpg,train,huge_bbox,class=damage area=0.9964
codebrim_image_0001495.jpg,train,huge_bbox,class=damage area=0.8541
codebrim_image_0001534.jpg,train,huge_bbox,class=damage area=0.9946
codebrim_image_0001547.jpg,train,huge_bbox,class=damage area=0.9959
gc10_10_img_06_4405133600_00035.jpg,train,huge_bbox,class=damage area=0.8011
gc10_10_img_07_4406645900_00897.jpg,train,tiny_bbox,class=damage area=0.000398
gc10_1_img_02_425505500_00018.jpg,train,tiny_bbox,class=damage area=0.000777
gc10_1_img_02_425506300_00018.jpg,train,tiny_bbox,class=damage area=0.000752
gc10_1_img_02_425507200_00018.jpg,train,tiny_bbox,class=damage area=0.000659
gc10_1_img_02_425508300_00017.jpg,train,tiny_bbox,class=damage area=0.000773
gc10_1_img_02_425613600_00582.jpg,train,tiny_bbox,class=damage area=0.000937
gc10_1_img_02_425614700_00001.jpg,train,tiny_bbox,class=damage area=0.000786
gc10_1_img_02_425637900_00899.jpg,train,tiny_bbox,class=damage area=0.000957
gc10_1_img_03_3403393800_01156.jpg,train,tiny_bbox,class=damage area=0.000356
gc10_1_img_03_3403393800_01156.jpg,train,tiny_bbox,class=damage area=0.000937
gc10_1_img_06_425639800_00873.jpg,train,huge_bbox,class=damage area=0.8321
gc10_1_img_06_4406424500_00002.jpg,train,tiny_bbox,class=leak area=0.000781
gc10_1_img_07_425502900_00052.jpg,train,tiny_bbox,class=damage area=0.000820
gc10_2_img_02_3402616100_00002.jpg,train,tiny_bbox,class=damage area=0.000967
gc10_2_img_02_3402616900_00001.jpg,train,tiny_bbox,class=damage area=0.000984
gc10_2_img_02_3402617500_00787.jpg,train,tiny_bbox,class=damage area=0.000500
gc10_2_img_02_3403404600_01001.jpg,train,tiny_bbox,class=damage area=0.000957
gc10_2_img_02_3437009400_00001.jpg,train,tiny_bbox,class=damage area=0.000854
gc10_2_img_02_425392500_00017.jpg,train,tiny_bbox,class=damage area=0.000452
gc10_2_img_02_425505700_00018.jpg,train,tiny_bbox,class=damage area=0.000838
gc10_2_img_02_425506800_00019.jpg,train,tiny_bbox,class=damage area=0.000609
gc10_2_img_02_425507000_00018.jpg,train,tiny_bbox,class=damage area=0.000422
gc10_2_img_02_425613800_00786.jpg,train,tiny_bbox,class=damage area=0.000750
gc10_2_img_02_436153300_01008.jpg,train,tiny_bbox,class=damage area=0.000630
gc10_2_img_02_436185700_00002.jpg,train,tiny_bbox,class=damage area=0.000828
gc10_2_img_07_3403405400_00930.jpg,train,tiny_bbox,class=damage area=0.000376
gc10_3_img_01_425503100_00018.jpg,train,tiny_bbox,class=damage area=0.000516
gc10_5_img_02_425507200_01502.jpg,train,tiny_bbox,class=leak area=0.000820
gc10_5_img_02_425507200_01503.jpg,train,tiny_bbox,class=leak area=0.000725
gc10_5_img_02_425507200_01503.jpg,train,tiny_bbox,class=leak area=0.000831
gc10_5_img_02_425507200_01503.jpg,train,tiny_bbox,class=leak area=0.000742
gc10_5_img_02_425507200_01504.jpg,train,tiny_bbox,class=leak area=0.000981
gc10_5_img_02_425507200_01504.jpg,train,tiny_bbox,class=leak area=0.000838
gc10_5_img_02_425507200_01505.jpg,train,tiny_bbox,class=leak area=0.000693
gc10_5_img_02_425507200_01510.jpg,train,tiny_bbox,class=leak area=0.000820
gc10_5_img_02_425507200_01511.jpg,train,tiny_bbox,class=leak area=0.000830
gc10_5_img_02_425507200_01512.jpg,train,tiny_bbox,class=leak area=0.000769
gc10_5_img_02_425507200_01513.jpg,train,tiny_bbox,class=leak area=0.000951
gc10_5_img_02_425507200_01516.jpg,train,tiny_bbox,class=leak area=0.000813
gc10_5_img_02_425507200_01517.jpg,train,tiny_bbox,class=leak area=0.000759
gc10_5_img_03_3402617700_00886.jpg,train,tiny_bbox,class=leak area=0.000967
gc10_5_img_03_425501800_01178.jpg,train,tiny_bbox,class=damage area=0.000831
gc10_5_img_03_425501800_01178.jpg,train,tiny_bbox,class=damage area=0.000684
gc10_5_img_07_425390900_00065.jpg,train,tiny_bbox,class=leak area=0.000798
gc10_5_img_08_425506100_01049.jpg,train,tiny_bbox,class=leak area=0.000790
gc10_7_img_01_425391700_00025.jpg,train,tiny_bbox,class=damage area=0.000773
gc10_7_img_01_425392100_00886.jpg,train,tiny_bbox,class=damage area=0.000641
gc10_7_img_02_3436816100_00147.jpg,train,tiny_bbox,class=damage area=0.000854
gc10_7_img_02_3436816100_00148.jpg,train,tiny_bbox,class=damage area=0.000516
gc10_7_img_02_3436816100_00148.jpg,train,tiny_bbox,class=damage area=0.000410
gc10_7_img_02_3436816100_00150.jpg,train,tiny_bbox,class=damage area=0.000344
gc10_7_img_02_3436816100_00152.jpg,train,tiny_bbox,class=damage area=0.000867
gc10_7_img_02_3436816100_00153.jpg,train,tiny_bbox,class=damage area=0.000861
gc10_7_img_03_3402617100_00124.jpg,train,tiny_bbox,class=damage area=0.000966
gc10_7_img_03_3402617100_00124.jpg,train,tiny_bbox,class=damage area=0.000991
gc10_7_img_03_3402617100_00131.jpg,train,tiny_bbox,class=damage area=0.000524
gc10_7_img_03_3402617100_00131.jpg,train,tiny_bbox,class=damage area=0.000686
gc10_7_img_04_4402622500_00355.jpg,train,tiny_bbox,class=damage area=0.000876
gc10_7_img_04_4402622500_00357.jpg,train,tiny_bbox,class=damage area=0.000548
gc10_7_img_04_4402622500_00364.jpg,train,tiny_bbox,class=damage area=0.000909
gc10_7_img_05_425502300_00026.jpg,train,tiny_bbox,class=damage area=0.000854
gc10_7_img_06_425392500_00834.jpg,train,tiny_bbox,class=damage area=0.000878
gc10_7_img_06_425508300_00927.jpg,train,tiny_bbox,class=damage area=0.000896
gc10_7_img_06_425508300_00928.jpg,train,tiny_bbox,class=damage area=0.000621
gc10_7_img_06_425508300_00928.jpg,train,tiny_bbox,class=damage area=0.000419
gc10_7_img_06_425508300_00928.jpg,train,tiny_bbox,class=damage area=0.000666
gc10_7_img_06_425508300_00928.jpg,train,tiny_bbox,class=damage area=0.000549
gc10_7_img_06_425508300_00930.jpg,train,tiny_bbox,class=damage area=0.000741
gc10_7_img_06_425508300_00930.jpg,train,tiny_bbox,class=damage area=0.000756
gc10_7_img_06_425508300_00930.jpg,train,tiny_bbox,class=damage area=0.000500
gc10_7_img_06_425508700_00362.jpg,train,tiny_bbox,class=damage area=0.000645
gc10_7_img_06_4402625300_00104.jpg,train,tiny_bbox,class=damage area=0.000506
gc10_7_img_06_4402625300_00104.jpg,train,tiny_bbox,class=damage area=0.000822
gc10_7_img_06_4402625300_00104.jpg,train,tiny_bbox,class=damage area=0.000781
gc10_7_img_06_4402625300_00104.jpg,train,tiny_bbox,class=damage area=0.000422
gc10_7_img_07_425508400_00969.jpg,train,tiny_bbox,class=damage area=0.000439
gc10_7_img_08_425506100_00159.jpg,train,tiny_bbox,class=damage area=0.000984
gc10_7_img_08_425506100_00260.jpg,train,tiny_bbox,class=damage area=0.000632
gc10_7_img_08_425506100_00400.jpg,train,tiny_bbox,class=damage area=0.000615
gc10_7_img_08_425506100_00400.jpg,train,tiny_bbox,class=damage area=0.000649
gc10_7_img_08_425508100_00977.jpg,train,tiny_bbox,class=damage area=0.000527
gc10_7_img_08_425508200_00024.jpg,train,tiny_bbox,class=damage area=0.000714
gc10_7_img_08_425508200_00024.jpg,train,tiny_bbox,class=damage area=0.000764
gc10_7_img_08_425508200_00033.jpg,train,tiny_bbox,class=damage area=0.000918
gc10_7_img_08_425508200_00033.jpg,train,tiny_bbox,class=damage area=0.000967
gc10_7_img_08_425508200_00375.jpg,train,tiny_bbox,class=damage area=0.000879
gc10_7_img_08_425508300_00656.jpg,train,tiny_bbox,class=damage area=0.000801
gc10_7_img_08_425508600_00656.jpg,train,tiny_bbox,class=damage area=0.000786
gc10_7_img_08_425508700_00666.jpg,train,tiny_bbox,class=damage area=0.000801
gc10_7_img_08_425508700_00666.jpg,train,tiny_bbox,class=damage area=0.000738
gc10_7_img_08_425638500_00036.jpg,train,tiny_bbox,class=damage area=0.000738
rbfcorr_1-10-_jpeg.rf.0447c4dde95ae1f1cee70f54c566940d.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-101-_jpeg.rf.cefd99da0c00ae080624c7a6ef57c18d.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-117-_jpeg.rf.ad275b0592e2cb33a811564ab33d8f3e.jpg,train,huge_bbox,class=rust area=0.9263
rbfcorr_1-126-_jpeg.rf.34b7865cd6fbb888af1463f69a56cb01.jpg,train,huge_bbox,class=rust area=0.8231
rbfcorr_1-13-_jpg.rf.4e00762335eb193f9ee807f0fb1d3fe8.jpg,train,huge_bbox,class=rust area=0.9076
rbfcorr_1-143-_jpeg.rf.b50f287d52ff63c764683a8c9ae667a5.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-152-_jpeg.rf.6c6100ead5fc4d950968829adc2d8a62.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-166-_jpeg.rf.a665ace23d0d3a64f02466944f039456.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-17-_jpeg.rf.4de3467f455135f77ffbb5a9085f1546.jpg,train,huge_bbox,class=rust area=0.9114
rbfcorr_1-201-_jpeg.rf.9e3361601770cfb4602d2932f96f9067.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-215-_jpeg.rf.444a165636584dc02b24a7f3b6c48a47.jpg,train,huge_bbox,class=rust area=0.8951
rbfcorr_1-222-_jpeg.rf.ea0f0c9f6537aa32196f0ed6e827a6fc.jpg,train,huge_bbox,class=rust area=0.8764
rbfcorr_1-224-_jpeg.rf.70ab22ea32f3e3ef41305a318779420d.jpg,train,huge_bbox,class=rust area=0.9064
rbfcorr_1-23-_jpeg.rf.5d8c199163ac788af061ec0c57804c82.jpg,train,huge_bbox,class=rust area=0.8596
rbfcorr_1-232-_jpeg.rf.a90ab1fb2273e6978c2f675973ab8d4e.jpg,train,huge_bbox,class=rust area=0.9963
rbfcorr_1-24-_jpeg.rf.80925089eedc67a0831d0d124cc6a2a5.jpg,train,huge_bbox,class=rust area=0.8477
rbfcorr_1-275-_jpeg.rf.11dbd557fae9163aa02bf7885f6970bc.jpg,train,huge_bbox,class=rust area=0.9663
rbfcorr_1-28-_jpg.rf.3062a26b17bf65892c53eec9ca82b052.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-287-_jpeg.rf.a7b6b73dae90a8f629863d90244469dc.jpg,train,huge_bbox,class=rust area=0.8706
rbfcorr_1-3-_png.rf.47b738ad9ee3d92305af6ccef07a8f10.jpg,train,tiny_bbox,class=rust area=0.000891
rbfcorr_1-30-_jpg.rf.3effbddfb98a4ca02f40ff1dc3adc9dd.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-33-_jpg.rf.3ee13433336164fa4aaa394d2a48edae.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-35-_jpg.rf.6e1e2add469fde4924d614eb6fe8858a.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1-38-_jpeg.rf.1b3aa5ff1821aca0fa3b40dbb9502a60.jpg,train,huge_bbox,class=rust area=0.8614
rbfcorr_1-52-_jpg.rf.fd8ef97f329e3a1c98dac0da2673bd2b.jpg,train,huge_bbox,class=rust area=0.8614
rbfcorr_1-63-_jpeg.rf.ea58cae928f1526cfd3d5eaf367e8b87.jpg,train,huge_bbox,class=rust area=0.8227
rbfcorr_1-65-_jpeg.rf.4ab0d14f29cc2cecc1728a3bb08eb84e.jpg,train,huge_bbox,class=rust area=0.9613
rbfcorr_1-7-_jpg.rf.0cb0ceb8ee88cf06025c420347c6d636.jpg,train,huge_bbox,class=rust area=0.8277
rbfcorr_1-8-_jpg.rf.7433d77c37ca339a76cb46ef1f58c701.jpg,train,huge_bbox,class=rust area=0.8439
rbfcorr_1-9-_jpeg.rf.81c54cacd722fd69dcf39cb05e0416e7.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_1000_F_22203315_oDPg4J8gAh65aWG1BDndjAJlfbv7n9IR_jpg.rf.d98d01ffca35f8e1f5983ac0a8891b63.jpg,train,huge_bbox,class=rust area=0.9969
rbfcorr_1174-c-1000x550_jpg.rf.1017a923abef6e7f8fe45f20bced0972.jpg,train,huge_bbox,class=rust area=0.8673
rbfcorr_1b2b87752482f4c7b54a338e9be61a42_jpg.rf.0c08aa1b5c30e3a96dcb703ef53dac8f.jpg,train,huge_bbox,class=rust area=0.8367
rbfcorr_1b2b87752482f4c7b54a338e9be61a42_jpg.rf.3cdb73699ce8441f2ef019682ccc4d5b.jpg,train,huge_bbox,class=rust area=0.9048
rbfcorr_1ebd607e1c3c6993c28f4e4ce0ea6158_jpg.rf.6d8d7c7535a25b10708dee69248b1cda.jpg,train,huge_bbox,class=rust area=0.8034
rbfcorr_2-1-_jpg.rf.6e42c79fdfb428f36e5daa8eac4ef432.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-11-_png.rf.475d6a77196b030f4a8181429d6f18f9.jpg,train,tiny_bbox,class=rust area=0.000481
rbfcorr_2-113-_jpeg.rf.643a0c32720d779045f3d7bc1236b118.jpg,train,huge_bbox,class=rust area=0.9476
rbfcorr_2-114-_jpeg.rf.328aca9455f2c5320d02e0cf0a3b4f1f.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-15-_jpeg.rf.cc7165eb83fcda2b20fcf81643b0c826.jpg,train,huge_bbox,class=rust area=0.9739
rbfcorr_2-15-_jpg.rf.8e2cdb206aca08a7d150dc88c3acf44e.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-18-_jpg.rf.044dc44587a6b29eac71b9fd56014c31.jpg,train,huge_bbox,class=rust area=0.8639
rbfcorr_2-19-_jpeg.rf.f2a9727fd524088a9fc0dbe3a531e3e4.jpg,train,huge_bbox,class=rust area=0.8826
rbfcorr_2-29-_jpg.rf.ccb449e534ef641efa93a3aedc04ce98.jpg,train,huge_bbox,class=rust area=0.8703
rbfcorr_2-30-_jpeg.rf.1b14a5d53b2ef9200e1a03c7c9bb7498.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-34-_jpeg.rf.299b048ce3b706a20713b1dacb30000f.jpg,train,huge_bbox,class=rust area=0.8989
rbfcorr_2-37-_jpg.rf.75c4656bd4fc423183f9ae1427ce2b01.jpg,train,huge_bbox,class=rust area=0.9068
rbfcorr_2-44-_jpeg.rf.0664eda75dc37d01d2f53651ef656e3e.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-51-_jpg.rf.20f60e3845b3b6442dbf8ec504b548cd.jpg,train,huge_bbox,class=rust area=0.9089
rbfcorr_2-52-_jpeg.rf.f3287c02ec53a10b08b95703d4be7b5e.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-52-_jpg.rf.b87ca2d4874a173cbc0a0ecb09d4724c.jpg,train,huge_bbox,class=rust area=0.8995
rbfcorr_2-68-_jpeg.rf.39b5e5901bc66417549de2f0f0070a39.jpg,train,huge_bbox,class=rust area=0.9176
rbfcorr_2-76-_jpeg.rf.34588b60e9efc91279e9a277849bb833.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_2-8-_jpg.rf.84a0c476e66bb41a51180be0a9557dfa.jpg,train,huge_bbox,class=rust area=0.8315
rbfcorr_3-117-_jpeg.rf.38eb60971f14ae552983177a95f77ba6.jpg,train,huge_bbox,class=rust area=0.8019
rbfcorr_3-121-_jpeg.rf.6b375468c3c091bf0f2377df152e4603.jpg,train,huge_bbox,class=rust area=0.8496
rbfcorr_3-148-_jpeg.rf.cd31059032ab4e07b17b18164913716f.jpg,train,huge_bbox,class=rust area=0.9213
rbfcorr_3-15-_jpg.rf.c1c722f2840430ad8c8c9d9a3e5ebfe6.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_3-188-_jpeg.rf.65412e96474f4d4a03615125aa17b122.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_3-20-_jpg.rf.8985b34c951e9ed93ab48a5263d61a98.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_3-222-_jpeg.rf.2212098fffed564b2ee39f944b50bf47.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_3-249-_jpeg.rf.886cc86354ceae95bd062f12e9efaf4c.jpg,train,huge_bbox,class=rust area=0.9975
rbfcorr_3-266-_jpeg.rf.7acddf5b3e088d848d6356eab42efb0c.jpg,train,huge_bbox,class=rust area=0.9975
